smiles,P2,P1,P3,P4,P5,P6,P7,P8,P9
O=C(COc1ccc2ccccc2c1Br)Nn1cnnc1,0,1,1,1,1,1,0,1,0
O=[N+]([O-])c1ccc2nc(NCCCO)nc(-c3ccccc3)c2c1,1,1,1,1,1,1,1,1,1
Cc1cc(NC(=O)C(C)C)ncc1NC(=O)CCc1ccccc1,1,1,0,1,1,1,1,1,0
CC1(C)Cc2c(C#N)c(OCC(=O)c3ccccc3)nc(-c3ccoc3)c2CO1,0,1,1,1,0,1,1,1,0
NC1=Nc2ccccc2Oc2ccccc21,1,1,1,1,1,0,1,1,1
CCOC(=O)N1CCN(C(=O)c2ccc3nc(SCc4ccc(F)cc4)n(C)c3c2)CC1,0,1,1,1,0,0,1,1,1
Cc1onc(-c2ccccc2)c1C(=O)OCC(=O)c1ccccc1,0,0,1,0,1,1,0,1,0
COCCn1c(SCC(=O)NCCc2ccccc2)nnc1-c1ccco1,1,0,1,1,1,1,1,1,0
C1=NC2=NC(c3ccc(-c4ccccc4)cc3)=CC(c3ccco3)N2N1,1,1,1,1,1,0,1,1,1
Cc1cc(C(=O)CSc2nnc(N)s2)c(C)n1Cc1ccco1,1,1,1,1,1,1,1,1,1
Cc1csc(NC(=O)CN(C)S(=O)(=O)c2cccc3cccnc23)n1,0,0,0,1,1,0,1,1,1
O=C1CCCN1CCCNc1ccc(S(=O)(=O)N2CCCCC2)cn1,1,1,0,1,1,1,1,1,1
O=C(Nc1ccccc1Sc1ccccc1)C1CCCO1,0,1,1,1,0,1,1,0,1
CCCOc1ccc(N2C(=O)CC(S/C(N)=N/N=C(\C)c3cccs3)C2=O)cc1,1,1,1,1,1,0,1,1,1
Cc1cc(NS(=O)(=O)c2ccc(NC(=O)c3cc4ccccc4o3)cc2)nc(C)n1,1,1,1,1,1,1,1,1,0
Cc1cc(C)n2cc(CSc3nnnn3-c3ccccc3)nc2n1,1,0,0,0,0,1,0,1,1
Cc1csc2ncc(C(=O)NCc3ccco3)c(=O)n12,1,1,0,0,1,1,0,1,1
Cc1nc(Sc2cccn2C)c(C(F)(F)F)c(=O)[nH]1,0,0,1,1,0,1,1,0,1
CC(C)(C)OC(=O)N1CCCC1c1nnc(SCc2c(F)cccc2Cl)o1,0,0,1,1,0,0,1,1,1
Nn1c(SCC(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)nnc1C(F)(F)F,0,1,1,1,0,1,1,1,1
CC(=O)N1CCc2cc(NS(=O)(=O)c3cccs3)ccc21,1,1,1,1,0,0,0,1,0
CCCCSc1cc(C)nc2ncnn12,1,1,1,0,1,1,1,1,1
Cc1ccccc1NC(=O)CSc1nc2ccccc2o1,1,1,1,1,1,1,1,1,1
O=C(NC1CCCC1)C1C2C=CC3(CN(Cc4cccs4)C(=O)C13)O2,1,1,1,1,1,1,1,1,1
Cn1c(SCc2ccc(Br)cc2)nnc1-c1ccncc1,1,1,1,1,1,1,1,1,0
C/C(=N\n1cnnc1)c1cccnc1,1,1,1,1,1,1,1,0,1
COc1ccc(-c2nnc(SC(C)C(=O)Nc3nccs3)n2-c2ccccc2)cc1OC,1,1,0,1,1,1,1,1,1
Cc1cccc(-n2c(=O)[nH]c3c(C(N)=O)nc(CC(C)C)nc32)c1,1,1,0,0,1,0,1,1,1
Nc1nonc1-c1noc(-c2ccccc2)n1,1,0,1,0,1,1,1,1,1
NC1CCCCC1N/C=C1\C(=O)NC(=O)N(CCc2ccc(F)cc2)C1=O,1,1,0,1,1,1,1,1,1
CSc1ccc(Cl)c(C(=O)Nc2ccc(C)cn2)c1,1,1,1,1,1,1,1,1,1
Cc1c(N2C(=O)c3cccc4cccc(c34)C2=O)c(=O)n(-c2ccccc2)n1C,1,1,1,1,1,1,1,1,1
CC(C)(C)C1CCc2c(sc(NC(=O)c3ccncc3)c2C(N)=O)C1,1,1,1,1,1,1,1,1,1
COc1ccc(S(=O)(=O)N(CCc2ccccc2)CC(=O)Nc2ccccc2Cl)cc1,1,1,1,1,1,0,1,1,1
CCOC(=O)CSc1nc2ccccc2n2cnnc12,1,0,0,1,1,1,1,1,1
CCc1ccc(NC(=O)NCCN2CCc3ccccc3C2)cc1,0,1,1,1,1,1,1,0,1
CCOC(=O)CN1CC23C=CC(O2)C(C(=O)Nc2ccc(C(C)=O)cc2)C3C1=O,1,1,1,1,1,1,0,1,1
Cc1onc(-c2ccccc2Cl)c1C(=O)OCn1nnc2ccccc2c1=O,0,0,1,1,1,1,1,1,0
CN(CC(N)=O)S(=O)(=O)c1ccc(F)cc1,1,1,1,1,1,1,1,1,1
O=C(NCC(=O)N(CC1CCCO1)C1(C(=O)NC2CCCCC2)CCCCC1)c1ccccc1,1,1,1,1,1,1,1,1,1
CC(C)C(=O)N1c2ccccc2C(N(C(=O)c2ccc(F)cc2)c2ccccc2)CC1C,1,1,1,1,1,0,1,1,1
O=C(Nc1ccc(Cl)cc1C(=O)c1ccccc1)c1ccco1,1,1,1,1,1,1,1,1,1
OCc1cn(-c2ccccc2)nc1-c1ccc(-c2nn(-c3ccccc3)cc2CO)cc1,1,1,1,1,1,1,1,1,1
Cc1[nH]c2ccccc2c1Cc1n[nH]c(=S)n1C,1,1,1,1,1,1,1,1,1
CCOC(=O)c1cnc(SCc2cccc3ccccc23)nc1N,1,1,1,1,1,0,1,1,1
Cc1cc(C(=O)O)c(S(C)(=O)=O)s1,1,1,1,1,0,0,1,1,1
C=CCNc1nc2c(c(=O)n(C)c(=O)n2C)n1CC,1,0,1,1,1,1,1,1,0
O=S(=O)(Nc1ccc(Cc2ccncc2)cc1)c1ccc(Br)s1,1,1,1,1,1,1,1,1,1
Cc1cc(NC(=O)CSc2nc3ccccc3n2CC(=O)N2CCCCC2)no1,1,1,1,0,1,1,1,1,1
Cc1cc(C(=O)CSc2nnnn2C)c(C)n1CCc1ccc(F)cc1,1,0,1,1,0,1,1,1,1
O/N=C/c1cccn1-c1ccccc1,1,1,0,0,1,1,0,1,1
Cc1ccc(NC(=O)C2CC(=O)NC(N3CCCCC3)=N2)cc1Cl,1,0,1,1,1,1,0,1,1
CCOC(=O)C(Cc1ccccc1)NC(=O)Cn1nnc(-c2ccccc2)n1,1,0,0,0,1,1,1,1,1
Cc1c(C(=O)Oc2cccc3ccccc23)cnn1-c1ccccc1,1,1,1,1,1,1,1,1,1
Cc1cc(C(C)(C)C)oc1C(=O)NCCCNC(=O)c1oc(C(C)(C)C)cc1C,1,1,1,1,1,1,1,1,1
O=C1CCCCC1Sc1nc2ccccc2o1,1,1,1,1,1,1,1,1,1
CCOC(=O)CC(=O)CSc1nc2ccccc2c(=O)n1-c1ccc(C(=O)N2CCOCC2)cc1,1,1,1,1,1,1,0,0,1
COc1ccc(C2C(C(=O)N3CCN(c4ccccn4)CC3)CC(=O)N2c2ccc(OC)cc2)cc1,1,1,1,1,1,1,1,1,1
COc1ccc2c(c1)OC(O)(C(F)(F)C(F)F)CC2=O,1,1,1,1,1,1,1,1,0
Cc1ccc(-c2nn(C)c(=O)c3ccccc23)cc1CNC(=O)Cn1nc(-c2ccccc2)c2ccccc2c1=O,1,1,1,1,1,1,1,1,1
Cc1ccc(S(=O)(=O)/C(=C/Cl)NC(=O)c2ccccc2)cc1,1,1,1,1,1,1,1,1,1
CCN(CC)c1ccc(NC(=O)CN2C(=O)CC(C)(C)S(=O)(=O)c3ccccc32)c(C)c1,1,1,0,1,1,1,1,0,1
Cc1ccc(-n2c(CNc3ccc(F)cc3)nnc2SCC(N)=O)cc1,1,1,1,1,1,1,1,1,1
CCN(C(=O)Cc1ccc(Br)cc1)C1CCCCC1,1,1,1,1,1,1,1,1,1
Cc1ccc(/C=C/C(=O)N2CC(C)CC(C)C2)o1,1,1,1,1,1,0,1,1,1
CCCOc1ccc(C2NC(=O)NC(c3ccccc3)=C2C(C)=O)cc1OCC,1,1,1,1,1,1,1,1,0
CN(C(=O)c1ccncc1)c1nnc(-c2ccccn2)s1,1,1,0,0,0,1,1,1,1
CCOc1ccc(C2CC(c3cccc(C)c3)N3NC(N)=NC3=N2)cc1,1,1,0,1,1,1,1,1,1
COc1cccc(NC(=O)Cc2ccccc2)c1,1,0,1,1,1,1,0,0,0
COc1ccccc1CC(=O)Nc1ccc(-c2noc(COc3ccc(Br)cc3)n2)cc1,1,1,1,1,1,1,1,1,0
CC(=O)Nc1ccc2nc(C)n(Cc3ccc(Cl)cc3)c(=O)c2c1,1,1,1,1,1,1,1,1,1
Cc1ccc(N2CCN(C(=O)CCc3nc4ccccc4[nH]3)CC2)c(C)c1,1,1,1,1,1,0,1,1,1
CCOC(=O)C(NC(C)=O)(Nc1ccc(S(=O)(=O)Nc2ccncn2)cc1)C(F)(F)F,1,1,1,1,1,1,1,1,1
O=C(COc1ccc(S(=O)(=O)N2CCCC2)cc1)NCCC1=CCCCC1,0,1,0,1,0,1,1,0,1
Cc1ccc(-c2cc(C(=O)N/N=C/c3cnn(C)c3C)c3ccccc3n2)cc1C,1,1,1,1,1,1,1,1,1
CC(C)Cn1c(Cc2ccccc2)n[nH]c1=S,1,1,1,1,1,1,1,1,1
COc1cc(C(c2sc3nc(C)nn3c2O)N2CC(C)CC(C)C2)cc(OC)c1OC,1,1,0,1,1,1,1,1,1
Cc1ccc(-c2nc3sc4c(c3c(=O)n2N)CCCC4)cc1,1,1,1,1,1,1,1,1,1
Cc1sc2ncn(CC(=O)NCc3ccccn3)c(=O)c2c1S(=O)(=O)N1CCOCC1,1,0,1,1,1,1,1,1,1
COc1ccc(CNC(=O)c2cc3c(=O)n4ccccc4nc3n(Cc3cccnc3)c2=N)cc1,0,1,1,1,1,1,0,1,1
CN(CC(=O)Nc1ccccc1C(=O)N1CCCC1)S(=O)(=O)c1ccc(Cl)cc1,1,1,1,1,1,1,1,1,0
COc1cc(OC)cc(-c2nnc(SCC(=O)NCc3cccs3)o2)c1,1,1,1,1,1,1,1,1,1
CC(C)C1NC(=S)N(Cc2ccccc2)C1=O,1,1,1,1,1,1,1,1,1
CC1(C)CC2CC(C)(CN2CC(=O)C(C#N)c2ccccc2)C1,1,1,1,1,1,1,1,1,0
CCn1nnc(NC(=O)c2c(OC)cccc2OC)n1,1,1,1,0,1,1,0,0,1
COc1ccc(NC(=O)c2ccc(-n3cccn3)nc2)cc1,1,1,1,1,1,1,1,1,1
Cn1c(SCC(=O)N2CCCc3ccccc32)nnc1-c1cccs1,0,0,1,0,0,0,1,1,0
CC(=O)Nc1cccc(C(=O)OCc2ccccc2)c1,1,1,1,1,1,1,0,0,0
CCN(CCNC(=O)C1CC(=O)N(CCc2ccccc2)C1)c1ccccc1,1,1,1,1,0,0,1,1,1
CC1CC(C)CN(c2ncc3c(n2)CC(c2ccccc2)CC3=O)C1,1,1,1,1,1,0,1,0,1
O=C(Cc1ccc(-n2c(=O)c3sccc3n(Cc3ccc(F)cc3)c2=O)cc1)NCc1ccco1,1,1,1,1,1,0,1,1,1
COc1ccccc1Oc1coc2cc(OC(=O)N3CCOCC3)ccc2c1=O,1,1,1,1,1,1,0,1,1
CC(C)(C)c1ccc(S(=O)(=O)NCC(=O)N2CCN(C(=O)c3ccco3)CC2)cc1,1,0,1,0,0,1,0,1,0
CCC(=O)Nc1nc2ccccc2n1Cc1ccccc1,1,1,1,1,0,1,0,0,1
O=C(CC1Oc2ccccc2NC1=O)NCCCN1CCOCC1,1,0,1,1,1,1,1,1,1
CCc1nnc(NC(=O)CSc2nc(-c3ccc(OC)cc3)ns2)s1,1,1,1,1,0,1,1,1,0
O=C(OCC(=O)N1CCOCC1)c1ccccc1SCC(=O)N1CCCC1,1,1,1,1,1,1,1,1,1
CCOC(=O)CCCCC(=O)c1[nH]c(=O)[nH]c1CSc1nc2ccccc2[nH]1,1,1,1,1,0,1,1,1,1
O=C1C(=C(O)c2ccccc2)C(=O)c2ccccc21,1,1,1,1,1,0,1,1,0
O=C(CN1CCC(C(=O)c2ccc(Cl)cc2)CC1)Nc1ccc2c(c1)OCCO2,0,1,0,0,1,1,1,0,1
O=c1oc(-c2ccco2)nc2sc3c(c12)CCCCC3,1,1,1,1,1,1,1,1,1
COC(=O)c1ccc(NC(=O)c2ccccc2NS(C)(=O)=O)cc1,1,1,0,0,1,1,1,0,0
Cc1ccc(NC(=O)C(C)N2CCOCC2)c(C(=O)c2ccccc2)c1,1,1,0,1,1,1,1,0,0
c1ccc(-n2nnnc2-c2cnc(-c3cccnc3)nc2-c2cccs2)cc1,1,1,1,1,1,1,1,1,1
COc1ccccc1NC(=O)c1nn(-c2ccc(Cl)cc2)ccc1=O,1,1,1,1,1,1,1,1,1
O=C(O)CN(Cc1ccccc1)S(=O)(=O)c1ccc(F)cc1,1,1,1,1,1,1,1,1,0
COc1ccc(Nc2nnc(SCC(=O)N3CCCC3)s2)cc1,1,1,1,1,1,0,1,1,0
Cc1ccc2occ(/C=N/c3ncn[nH]3)c(=O)c2c1,1,1,1,1,1,1,1,1,1
CCN1CCN(Cc2c(O)c(Cl)cc3c(C)cc(=O)oc23)CC1,1,1,1,1,1,1,0,1,1
CCOc1ccc(NC(=O)c2cccc(OC(=S)N3CCC(C)CC3)c2)cc1,1,1,1,1,1,0,1,1,1
CCOc1ccc2nc(NC(=O)C3CCN(S(=O)(=O)c4cnc[nH]4)CC3)sc2c1,1,1,1,1,1,0,1,1,1
Cc1cccc(-n2cnc(C(=O)Nc3cccnc3)c2)n1,1,1,1,1,1,1,1,1,1
Cc1nc2sc(C(c3ccco3)N3CCN(c4ccccc4F)CC3)c(O)n2n1,0,1,1,1,1,1,1,1,1
O=C(/C=C/c1ccc([N+](=O)[O-])cc1)NCc1cccnc1,1,1,1,1,1,1,1,1,1
CCOc1ccccc1N(CC(=O)Nc1ccc2c(c1)OCCO2)S(C)(=O)=O,1,1,1,1,1,1,1,1,1
O=C(C1CCCN(c2nnc(-n3cccc3)s2)C1)N1CCN(c2ccccc2)CC1,0,1,1,1,1,1,1,1,1
COc1ccc(OC)c(S(=O)(=O)N2CCC(C(=O)NCCc3ccccc3)CC2)c1,1,1,1,1,1,1,1,1,1
CC1CCN(c2ccccc2N)CC1,1,1,1,0,1,1,1,0,1
O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2ncccc12,1,1,1,1,1,1,1,1,1
Cc1ccc(NC(=O)COC(=O)c2ccc3c(c2)NC(=O)C2CCCN32)cc1,1,1,1,1,0,1,0,0,1
CSc1nc2ccc(NC(=O)C3CC(=O)N(Cc4ccccc4)C3)cc2s1,1,1,1,1,1,0,1,1,1
O=C(Cn1cnc2c(cnn2-c2ccc(F)cc2)c1=O)NCCc1ccccc1,1,0,1,1,1,1,1,1,1
Cc1ccc(S(=O)(=O)NC2=NC3=NC(=O)CC(c4ccc(Cl)cc4)N3N2)cc1,1,1,1,1,1,1,1,1,1
O=C1C(=C\NO)/C(=N/c2ccccc2)N=C2C=CC=CN12,1,1,1,1,1,1,1,0,1
O=C(Nc1ccc2c(c1)OCO2)C1CCN(S(=O)(=O)Cc2ccccc2)CC1,1,1,1,0,0,1,0,1,1
CC1CCCCN1S(=O)(=O)c1ccc(NC(=O)CSc2nnnn2C)cc1,1,1,1,0,1,1,1,1,1
COc1ccc(NC2=NC(=O)/C(=C\c3ccco3)S2)cc1,1,1,1,1,1,0,1,1,1
CCOc1cc(NC(=O)C2CC2)c(OCC)cc1NC(=O)c1ccccn1,0,1,1,1,1,1,1,1,0
Cc1ccc(Nc2nc(N3CCOCC3)c3ccccc3n2)cc1,0,0,0,1,1,1,1,0,1
Clc1ccccc1Nc1c2c(nc3ncnn13)CCC2,0,1,1,1,1,1,1,1,1
NC(=O)CCN(Cc1ccccc1)S(=O)(=O)c1ccccc1,1,1,1,0,0,1,0,0,0
N/C(=N\OC(=O)C(c1ccccc1)c1ccccc1)c1ccccn1,1,1,1,1,1,0,1,1,1
CCOC(=O)c1cccc(NC(=O)CCc2c(C)nc3ncnn3c2C)c1,1,0,0,1,1,0,1,1,1
CC(Oc1ccc(C(=O)NCCc2ccccc2)cc1)C(=O)O,1,1,1,1,1,1,1,1,1
CC(C)N1CC23C=CC(O2)C(C(=O)OCc2ccccc2)C3C1=O,1,1,1,1,1,1,0,1,1
COc1ccc2c(c1)C(=O)N(Cc1ccco1)C(=O)/C2=C/Nc1c(C)n(C)n(-c2ccccc2)c1=O,1,1,1,1,1,1,0,1,1
O=c1oc2cc(OCc3nn[nH]n3)ccc2c2c1CCCC2,1,1,0,1,1,1,1,1,1
Cn1c(SCC(=O)N2CCc3ccccc3C2)nnc1-c1cccs1,0,1,1,0,0,1,0,1,1
CC1=CC(=O)/C(=C(\C)NNC(=O)c2ccccc2[N+](=O)[O-])C(=O)O1,1,1,1,1,1,1,1,1,1
CCN(CC)c1ccc(NC(=O)CN2CCN(c3ccccc3F)CC2)cc1,1,0,1,0,1,1,1,1,1
COC(=O)CCC(=O)NNC(=O)c1ccc(Br)cc1,1,1,1,1,1,1,1,1,1
CC(C)C(=O)Nc1ccccc1C(=O)OCC(=O)c1ccc2c(c1)OCCO2,1,1,1,1,1,1,1,1,1
COc1ccc(OC)c(NC(=O)NC(Cc2ccccc2)C(=O)O)c1,0,1,1,0,1,1,1,1,1
CCN(CC)CCNS(=O)(=O)c1ccc(/C=C/C(=O)O)cc1,1,1,1,1,1,1,1,1,1
Cc1ccc(OCC(=O)OCCN2C(=O)c3ccccc3C2=O)cc1C,1,1,1,1,1,1,1,1,1
Cc1n[nH]c(C)c1C(=O)CC1(O)C(=O)N(CCc2ccccc2)c2ccc(Cl)cc21,0,1,0,1,1,1,0,1,1
O=C1/C(=C/Nc2cccnc2)Sc2ccccc21,1,1,1,1,1,1,0,1,1
Cc1ncc(CO)c2cc(C(N)=O)/c(=N/c3ccccc3)oc12,0,0,1,1,1,0,1,0,1
CSc1nc2ccc(S(=O)(=O)N3CCc4ccccc43)cc2s1,1,1,1,1,0,1,1,1,0
COc1ccc(NC(=O)c2nc3nc(C)cc(C(F)F)n3n2)cc1OC,0,0,1,1,1,1,1,1,1
COC(=O)c1ccc(C(=O)OC)c(NC(=O)Nc2ccc3c(c2)OCO3)c1,1,1,0,1,0,1,1,1,1
c1ccn(-c2ncnc3sc4c(c23)CCCC4)c1,1,0,1,0,1,1,0,1,1
COc1ccc(C(=O)N2CCN(Cc3ccccc3)CC2)cc1[N+](=O)[O-],1,1,1,1,1,0,1,1,1
C=CCN1C(=O)/C(=C/c2ccc(OCC(=O)O)cc2)S/C1=N/c1nccs1,1,1,1,1,1,1,1,1,1
S=c1[nH]nc(-c2cc(-c3ccco3)[nH]n2)n1-c1ccccc1,1,1,1,1,1,0,1,1,1
Cc1ccccc1SCC(=O)OCC(=O)Nc1ccc(N(C)C)cc1,1,1,1,1,1,1,1,1,1
Cc1cc(NC(=O)CSc2nc(-c3ccco3)cc(C(F)(F)F)n2)n(-c2ccccc2)n1,0,1,1,1,0,1,0,1,1
CC(C)c1ccc(O)c(CN2CCN(c3ccccc3)CC2)c1,1,1,0,1,1,1,1,0,1
COCCNC(=O)CN1CCC(NC(=O)c2ccco2)CC1,1,1,1,1,1,1,1,1,1
COc1ccc(Nc2cc(C)nc3nc(C)nn23)cc1Cl,1,0,1,1,1,1,1,1,1
CN(C)c1cccc(/N=C2/C=C(N3CCOCC3)CC(C)(C)C2)c1,0,1,1,1,1,1,1,1,1
O=C1c2ccccc2C(=O)N1Cc1nc2ccccc2o1,1,1,1,1,1,1,1,1,1
CCN(Cc1cc2ccccc2[nH]c1=O)C(=O)C(C)C,1,1,1,1,1,1,1,1,1
COc1ccc(N2C(=O)CC(NCc3cccs3)C2=O)cc1,0,1,1,1,0,0,0,1,1
CN(Cc1ccccc1)S(=O)(=O)c1ccc(NS(=O)(=O)Cc2ccccc2)cc1,1,1,1,1,1,1,1,1,1
COc1ccc(OC)c(S(N)(=O)=O)c1,1,1,1,1,0,1,0,1,1
CN(C)c1ccc(C(=S)NCc2ccco2)cc1,1,1,1,1,1,1,1,0,1
COc1ccc(C(=O)C2CCCN(C(=O)C3=CCCC3)C2)cc1OC,1,1,1,1,1,1,1,1,1
CN(CCc1ccccn1)C(=O)CCC1CCCN(C(=O)c2cscn2)C1,1,1,1,1,1,1,1,1,1
COc1ccc(CNC(=O)NC2CCCCC2)cc1,1,1,1,0,1,1,1,1,1
CCN(CC)C(=O)c1c[nH]c2ccc(S(=O)(=O)Nc3cc(C)cc(C)c3)cc2c1=O,1,1,0,1,1,1,1,0,1
CC1CCC(NC(=O)CN2CCCN(Cc3ccc(F)cc3Cl)C2=O)CC1,0,1,0,1,1,0,1,1,1
O=C(NC1CCCCCC1)C1CCN(c2nc3ccccc3o2)CC1,0,0,0,1,1,1,1,1,1
COc1ccccc1/C=C/C1C(C(=O)OCC(C)C)=C(C)N=C2SCCC(=O)N21,1,1,1,1,1,1,1,1,1
CN(C)C1(c2nnnn2-c2ccc(Cl)cc2)CCCCC1,0,0,1,1,1,1,0,1,1
COc1ccc2cc(C#N)c(N3CCN(Cc4nnnn4CCC(C)C)CC3)nc2c1,1,0,1,1,0,1,1,1,1
O=C(c1ccco1)N1CCN(C(=O)c2snc3ccc(Cl)cc23)CC1,0,1,1,1,1,0,1,1,1
Cc1nnc(SCC(=O)N2CC(=O)Nc3ccccc32)s1,1,1,1,1,1,1,1,1,1
COC1=C/C(=C2/C(C#N)=C(N)NC3=C2CCCC3)C=CC1=O,1,1,1,1,1,0,0,0,1
COc1ccc(OC)c(-c2cc(C(=O)Nc3cc(C)n(Cc4ccc(Cl)cc4)n3)no2)c1,0,1,1,1,0,1,1,1,1
COc1cccc(-c2csc3nnc(SCC(=O)c4ccc(NC(C)=O)cc4)n23)c1,0,1,1,1,0,1,0,1,0
CCOC(=O)c1ccccc1NC(=O)CC1S/C(=N/C)N(C)C1=O,1,0,0,1,0,1,1,1,0
Cc1ccc2nc(CSc3nnc(-c4ccco4)o3)cc(=O)n2c1,0,0,1,1,1,1,0,1,1
CN(C1=NS(=O)(=O)c2cc([N+](=O)[O-])ccc21)c1ccccc1,1,1,1,1,1,0,1,1,1
CCOC(=O)c1sc2ncnc(NCc3ccco3)c2c1C,1,1,1,1,1,0,1,1,0
CCOC(=O)c1cccc(NC(=O)CCS(=O)(=O)c2cccc3nsnc23)c1,1,1,1,1,0,1,1,1,1
Fc1ccc(CSc2ncnc3sc4c(c23)CCCC4)cc1,1,1,1,1,1,1,1,1,1
Cn1c(SCc2ccc(C#N)cc2Cl)nc2ccccc21,1,0,0,0,0,1,1,1,1
O=C(c1ccccc1)c1cccn1CC(=O)N1CCN(c2ccccc2)CC1,0,1,0,1,1,1,1,0,1
FC(F)(F)c1cnc(NNC(=S)Nc2cccnc2)c(Cl)c1,1,1,1,1,1,1,1,1,1
Cc1cnn(C(=S)NCC2CCCO2)c1,1,0,1,0,1,1,1,1,1
O=C(CCS(=O)(=O)c1cccs1)N1CCN(c2ccc(F)cc2)CC1,1,1,1,1,0,1,1,1,1
COc1ccc(C(CC(=O)O)NC(=O)COc2ccccc2OC)cc1OC,1,1,1,1,1,0,1,1,1
CC1=C(C(=O)Nc2cc(-c3cccc(F)c3)[nH]n2)C2(CCCCC2)OC1=O,0,0,1,1,1,1,1,1,1
Cn1c(C(=O)N2CCC3(CC2)OCCO3)cc2c(=O)n(C)c3ccccc3c21,1,0,1,1,1,1,1,1,1
N=c1cc(C2(O)CCCCC2)n2c(nc3ccccc32)s1,1,1,1,1,1,1,1,1,1
CCOc1ccc(N(CC(=O)Nc2ccccc2C)S(=O)(=O)c2c(C)noc2C)cc1,1,1,1,1,1,0,0,0,1
CCOC(=O)c1ccc(COC(=O)CNS(=O)(=O)c2ccccc2)cc1,1,1,1,1,1,1,1,1,1
Cc1nc2ccccc2n1S(=O)(=O)c1ccc2ccccc2c1,1,1,1,1,1,0,1,1,1
O=C1NCC(COc2ccc(Cl)cc2)O1,1,1,1,1,1,1,1,1,1
Cc1cccc(NC(=O)NCC(c2cccnc2)N2CCOCC2)c1,1,0,0,1,1,1,1,1,1
CSCCC(NC(=O)COc1ccccc1)C(=O)N1CCN(c2ccccc2F)CC1,0,1,1,1,1,1,1,0,0
Cc1noc(C)c1C(=O)N1CCOCC1,1,1,1,1,1,1,1,1,0
COc1cc(C2CC(=O)N3CN(Cc4ccco4)CSC3=C2C#N)ccc1OCc1ccccc1,1,1,1,1,0,0,1,1,1
CC(C)n1nc(C(=O)OCC(=O)N(C)C2CCS(=O)(=O)C2)c2ccccc2c1=O,1,0,1,1,1,1,1,1,1
O=C(CSCc1ccc(F)cc1)NCc1ccc(F)cc1,1,1,1,1,1,1,1,1,1
Fc1cnc(N2CCOCC2)nc1N1CCc2ccccc21,1,0,1,1,1,1,1,0,1
O=C(NCCCN1CCOCC1)C1CC(=O)N(C2CCCCC2)C1,1,1,0,0,1,1,1,1,1
CCCn1c(N)c(C(c2ccc(C(=O)OC)cc2)N2CCN(c3ccccc3)CC2)c(=O)[nH]c1=O,1,1,1,1,1,1,1,1,0
OC(CN1CCN(c2ccccc2)CC1)c1c[nH]c2ccccc12,1,1,1,1,1,0,1,1,1
O=S(=O)(c1ccc(-c2cn3ccccc3n2)cc1)N1CCOCC1,1,1,1,1,0,1,1,1,1
Fc1ccccc1CSc1nnc(-c2cnccn2)n1Cc1ccco1,0,1,1,1,0,1,1,1,1
NC(=O)c1cnn(Cc2ccc(Cl)cc2)c1N,0,0,1,1,1,1,1,1,1
Cc1occc1C(=O)NCCCCNC(=O)c1ccoc1C,0,1,1,0,0,1,1,0,0
O=C(Cc1ccccc1)Nc1c(C(=O)N2CCCCCC2)cnn1-c1ccccc1,1,1,1,1,1,1,1,1,1
Cc1[nH]nc2c1C1(CCN(C(=O)c3ccccc3)CC1)C(C#N)=C(N)O2,1,1,1,1,1,1,1,1,1
CCOC(=O)C1CCN(C(=O)c2c(-c3c(F)cccc3Cl)noc2C)CC1,1,0,1,1,1,1,1,1,1
CC1C(=O)C(C)C(c2ccc3c(c2)OCO3)NC1c1ccc2c(c1)OCO2,1,1,1,1,1,1,1,1,1
COc1ccc(-c2nnc(SCc3ccccc3)n2N)cc1,0,0,1,0,1,1,1,0,1
Cc1nc2cc(NC(=O)COc3ccccc3C#N)ccc2n1-c1ccccc1,1,1,1,1,1,0,1,1,1
COC(=O)CSc1nc2sc3c(c2c(=O)n1-c1ccccc1)CCN(C)C3,0,1,1,1,0,1,1,1,1
C=CCOC(=O)C1=C(C)OC(N)=C(C#N)C1c1ccoc1,0,1,1,1,0,1,0,0,1
Cc1cc(C)n(C(=O)c2ccc(C)c(S(=O)(=O)N3CCOCC3)c2)n1,1,0,1,0,1,1,1,0,1
C=C(C)c1ccccc1NC1=NS(=O)(=O)c2ccccc21,1,1,1,1,1,0,1,1,1
CCc1nc2c(c(SC)nn2-c2ccccc2)c(N)c1C(=O)OC,1,1,1,1,1,0,1,1,1
CCSC1=C(C#N)C(c2cccc(OC)c2)CC(=O)N1,1,0,1,1,0,1,0,1,1
O=C(O)C1C2C=CC(C2)C1C(=O)NCCc1ccncc1,1,1,1,1,1,1,1,1,1
Cc1ccc(CNC(=O)C(NS(=O)(=O)c2ccc3nc(C)sc3c2)C(C)C)cc1,1,1,1,1,1,0,1,1,1
COc1ccc(-n2c(SCC(N)=O)nnc2-c2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2)cc1,1,1,1,1,1,1,1,1,1
COc1ccc([N+](=O)[O-])cc1N(CC(O)Cn1nnc2ccccc21)S(=O)(=O)c1ccc(C)cc1,1,1,1,1,1,1,1,1,0
COc1ccc(NC(C)=O)cc1NC(=O)CN1CCN(C2c3ccccc3-c3ccccc32)CC1,1,1,0,1,1,1,0,1,0
